date,SPY,AAPL,port_ret,SPY_ret,AAPL_ret
2014-03-19,0.4484053,0.55159473,-0.0030571733961186737,-0.0002629580456534608,-0.005328661524322431
2014-03-20,0.4352704,0.5647296,0.0011996844601862896,-0.004819289030315588,0.0058388622167624415
2014-03-21,0.42218497,0.57781506,0.0010891912275111854,0.007887522023634297,-0.003878060951563289
2014-03-24,0.41873693,0.58126307,0.0025625088788424335,0.0118603463489102,-0.004135573484888577
2014-03-25,0.41530868,0.58469135,0.007242577108128858,0.01075736063351762,0.00474601148646836
2014-03-26,0.4118958,0.5881042,-0.008167574682361425,-0.009559842135245633,-0.007192459870530965
2014-03-27,0.40850213,0.5914979,-0.003003329199752225,-0.004298850574712687,-0.002108612022849732
2014-03-28,0.4051326,0.5948674,0.0024808943303529923,-0.0011157186792120077,0.004930356478991316
2014-03-31,0.4017875,0.5982125,0.004812118282420731,-0.0002238484188684664,0.00819450910674191
2014-04-01,0.39847097,0.601529,0.007633628565471007,0.009147724406181945,0.006630646150139086
2014-04-02,0.3951717,0.6048283,0.0026807642863360755,0.0016617600075476968,0.003346542744711911
2014-04-03,0.39188233,0.6081177,-0.003520704180480943,-0.006930070172734615,-0.0013236452978201418
2014-04-04,0.38861135,0.6113887,-0.012255072629184845,-0.012936248383592974,-0.011822102176408333
2014-04-07,0.38535804,0.61464196,-0.012843068140930634,-0.01570099254299695,-0.01105125401543805
2014-04-08,0.38211796,0.6178821,0.0025252591096093318,-5.756874239160048e-05,0.004122561828562077
2014-04-09,0.37889275,0.6211073,0.011657641114383575,0.01314371223220534,0.010751095408981115
2014-04-10,0.37568265,0.62431735,-0.01795963843687569,-0.012897467810792707,-0.02100579705405814
2014-04-11,0.37249437,0.6275056,-0.008406843588877059,-0.007393062854170851,-0.009008635617980598
2014-04-14,0.36932513,0.63067484,0.006440210402006066,0.003983988755519308,0.007878581674441554
2014-04-15,0.36617038,0.6338296,0.0017542816919813619,-0.007130912196205652,0.0068873566659124474
2014-04-16,0.36302677,0.63697326,0.007409792608247619,0.002027017298803502,0.010477568658892933
2014-04-17,0.3599262,0.6400738,0.0050066726151515315,0.011425899600857825,0.001397013891575094
2014-04-21,0.35685316,0.6431468,0.006478042764721452,0.011868336709470295,0.00348721210461278
2014-04-22,0.35379964,0.64620036,0.0032895564866572843,0.0009976240689206772,0.004544407016761509
2014-04-23,0.35075706,0.64924294,-0.006105204078370981,-0.01307138221598092,-0.002341688123951302
2014-04-24,0.34772363,0.6522764,0.02982926476530151,0.0819815353418254,0.0020272812311907806
2014-04-25,0.34469527,0.65530473,-0.002841289745775475,0.007344648096399009,-0.00819917049037433
2014-04-28,0.3416861,0.6583139,0.01531794804321438,0.03872778363459606,0.003167489994462258
2014-04-29,0.33868954,0.6613105,0.0020749453764187997,-0.002962348815106819,0.004654790652691698
2014-04-30,0.33570305,0.664297,0.0007123561725925676,-0.003781661156968541,0.002983411572012873
2014-05-01,0.33272514,0.66727483,0.0008546286331925729,0.002356026664205313,0.00010598231541436576
2014-05-02,0.32976195,0.6702381,-0.00034768574887285937,0.001859184594087404,-0.0014334817522744236
2014-05-05,0.3268132,0.6731868,0.005910314193735285,0.014141748609359572,0.0019141850035011565
2014-05-06,0.32388124,0.67611873,-0.00941520717468873,-0.01089949934744594,-0.008704186926841606
2014-05-07,0.32095876,0.67904127,0.0028761193160632944,-0.0034991010068476935,0.005889460056434981
2014-05-08,0.31805035,0.6819496,-0.0012928244859197198,-0.0017823187294856435,-0.0010645323205633606
2014-05-09,0.31515428,0.6848457,-0.0002915457653054972,-0.004167306339402321,0.0014920129652975511
2014-05-12,0.31227252,0.68772745,0.01058339631023386,0.012449903219326375,0.009735882518836059
2014-05-13,0.30940855,0.69059145,0.0011039649269957814,0.0015688236795989852,0.0008956923331231437
2014-05-14,0.3065576,0.6934424,-0.0032285512670437535,0.00018540453713877802,-0.004737795723160465
2014-05-15,0.30373222,0.69626784,-0.008696219299923657,-0.008503280724440176,-0.008780383951391801
2014-05-16,0.30093563,0.6990644,0.006866038588552451,0.014758376213162006,0.003468517843373986
2014-05-19,0.29814944,0.7018506,0.006108050643893224,0.01184919922376726,0.0036691833431197196
2014-05-20,0.29538083,0.70461917,-0.004383876875698677,0.00019847180730092617,-0.006304826538952701
2014-05-21,0.2926229,0.7073771,0.006733264333282707,0.0026455646080993933,0.008424235878604636
2014-05-22,0.28987968,0.7101203,0.002186348321644141,0.001583471262964098,0.002432450077327619
2014-05-23,0.28714517,0.71285486,0.006101158297127948,0.011296302543232217,0.004008501229801675
2014-05-27,0.28442362,0.7155764,0.009724472885169633,0.018725847362756287,0.0061466526714506475
2014-05-28,0.2817148,0.7182852,-0.0012543725437751266,-0.0025895539500122577,-0.0007307081792277126
2014-05-29,0.27902192,0.7209781,0.008813577000425449,0.01822118582416321,0.005172787837925519
2014-05-30,0.27633926,0.72366077,0.00013100596537426383,-0.0037458920181617783,0.0016114497870500788
2014-06-02,0.27366522,0.72633475,-0.001051433149888591,-0.006871939449340281,0.0011415916302253137
2014-06-03,0.2709966,0.72900337,0.0034543393038750183,0.014141247904258192,-0.0005183663251598913
2014-06-04,0.26834488,0.7316551,0.004544614376189008,0.011419187686861454,0.0020232672835338583
2014-06-05,0.26570717,0.7342928,0.005831398103923846,0.0039233342515243574,0.006521839875029745
2014-06-06,0.26307926,0.7369208,0.002800838528087159,-0.002749911920185033,0.0047824451706541815
2014-06-09,0.2604678,0.7395322,0.004924999652125753,0.016001567586588106,0.0010237641394057473
2014-06-10,0.25787255,0.7421275,0.0015896337486489235,0.0058699254111598265,0.00010232893210848637
2014-06-11,0.25529304,0.7447069,-0.003645205284419696,-0.004137772940389417,-0.0034763484152462443
2014-06-12,0.25272238,0.7472776,-0.009518162302950802,-0.016726998734516108,-0.0070802006811215845
2014-06-13,0.25016123,0.74983877,-0.0004519000352205642,-0.010943927766256523,0.003048450529995028
2014-06-16,0.24760821,0.75239176,0.0031159935524108506,0.010079141610959796,0.0008244579124372375
2014-06-17,0.24507253,0.7549275,0.0017794671080169828,-0.001301642207189646,0.00277968925080585
2014-06-18,0.242548,0.757452,0.005822233947988824,0.0010855811603240895,0.007338984395994119
2014-06-19,0.24003565,0.75996435,1.9063685081862594e-05,-0.0034713926870608702,0.0011215285100225625
2014-06-20,0.23753712,0.7624629,-0.0009083220293786387,-0.0103417415384226,0.002030558432997376
2014-06-23,0.23504043,0.7649596,-0.0004414608835775366,-0.0008798523460468166,-0.00030676131108908766
2014-06-24,0.23255834,0.7674417,-0.006031532130642998,-0.006055590510183451,-0.0060242413904209036
2014-06-25,0.23009494,0.76990503,0.0036838032922304788,0.0008863771289884248,0.004519846298339569
2014-06-26,0.2276438,0.7723562,0.000807574375871399,0.005975897093326132,-0.0007157339409747943
2014-06-27,0.2252105,0.7747895,0.004182307921787083,0.011881560033203176,0.0019443421031510866
2014-06-30,0.22279513,0.7772049,0.001904096061529163,0.010328151728551171,-0.000510760863053128
2014-07-01,0.22039035,0.7796097,0.006617367798746286,0.006348878844736117,0.006693267372182898
2014-07-02,0.21799299,0.78200704,0.0007005163739909937,-0.00042750919530121223,0.0010149657754068286
2014-07-03,0.2156006,0.7843994,0.005126179668212813,0.00588336659775357,0.004918058707996442
2014-07-07,0.21321805,0.78678197,0.0016600976495033124,0.02063152792995404,-0.0034811632811591053
2014-07-08,0.21085645,0.78914356,-0.006436242008602799,-0.006460397007172269,-0.006429787794352437
2014-07-09,0.20850822,0.79149175,0.0036365886201082556,0.00041985080087214577,0.004483996550757263
2014-07-10,0.20616797,0.793832,-0.003897504442597449,-0.0036692851266502124,-0.003956775963534831
2014-07-11,0.20383964,0.79616034,0.0014805464456402989,0.0018940288613487066,0.0013746832508554352
2014-07-14,0.20152164,0.79847836,0.006624055636693533,0.012917409780317968,0.005035725743665509
2014-07-15,0.19921646,0.8007835,-0.0038336027791061027,-0.011716012718374746,-0.0018726412320390073
2014-07-16,0.1969187,0.8030813,0.0018570788684582789,-0.00566484929174127,0.0037014853000361114
2014-07-17,0.19462578,0.80537426,-0.01262446111898725,-0.017830845822197072,-0.011366291794304928
2014-07-18,0.19234063,0.8076594,0.0110223640838158,0.014394707086661684,0.010219254619090457
2014-07-21,0.19006696,0.80993307,-0.002501824322302038,-0.00518900232404329,-0.0018712242792335854
2014-07-22,0.1878079,0.8121921,0.005098702956233367,0.008302854037900431,0.004357788478081437
2014-07-23,0.18555966,0.8144403,0.0066470825546682075,0.026076906038609682,0.0022202495828016477
2014-07-24,0.18333176,0.8166683,-0.0002607870269274745,-0.0016464469777864865,5.0276220170175634e-05
2014-07-25,0.1811024,0.8188976,-0.0026392890741842095,0.0065960224644767695,-0.004681714261899006
2014-07-28,0.17888846,0.82111156,0.0028051864150126895,0.013822130612692662,0.0004050201848202484
2014-07-29,0.17668656,0.8233135,-0.0046803053341948715,-0.006463461242648072,-0.004297632191793355
2014-07-30,0.17448843,0.8255116,-0.000282060706249518,-0.002337538142113571,0.00015240567695595786
2014-07-31,0.17229623,0.8277038,-0.020822197965330483,-0.02598081792476392,-0.01974837011087449
2014-08-01,0.17011064,0.82988936,-0.0015924132013978747,0.005543887199444875,-0.0030552113609255693
2014-08-04,0.1679375,0.8320625,0.005064612148870482,-0.005617207143614689,0.0072205535924900754
2014-08-05,0.16576877,0.83423126,-0.00890404029848964,-0.004916907497384604,-0.009696316810813843
2014-08-06,0.16360715,0.8363929,-1.3686522730372989e-05,-0.0016820028615228688,0.0003126535049917667
2014-08-07,0.16145584,0.8385442,-0.004557753663053181,-0.00010589670919114447,-0.005414927467052411
2014-08-08,0.159315,0.840685,0.010164278540596445,0.0027515939691382663,0.011569028051414243
2014-08-11,0.15718392,0.8428161,0.004516296214948366,0.013194137382033233,0.002897891936594288
2014-08-12,0.15506855,0.8449315,-0.0012090909592272477,-0.0002081237767551647,-0.0013927963473314708
2014-08-13,0.1529559,0.8470441,0.007757471171966002,0.013233016958956068,0.006768718598351153
2014-08-14,0.15084712,0.84915286,0.004413087651625838,0.0026741170739528197,0.004722005873568191
2014-08-15,0.14874023,0.85125977,0.0005580158415466969,0.004922751547455029,-0.0002046324306558267
2014-08-18,0.14663841,0.8533616,0.008916991384269003,0.012043224344706172,0.008379791304281792
2014-08-19,0.14454283,0.8554572,0.006461181015097217,0.013816232517738447,0.005218430176337607
2014-08-20,0.14245246,0.8575475,0.002347711808832526,0.00039822309810855216,0.002671553411184968
2014-08-21,0.14037514,0.85962486,0.002520615757317954,9.923690684998654e-05,0.002916022417762232
2014-08-22,0.13830322,0.8616968,-0.0003216376158010456,0.007357063635043737,-0.0015540770329801612
2014-08-25,0.13624415,0.8637559,0.004675544592573546,0.002171657481924605,0.005070493833799095
2014-08-26,0.13419518,0.86580485,-0.00029668926797875685,-0.006401459611762972,0.0006495179102825599
2014-08-27,0.13215074,0.86784923,0.001277304599467779,0.012290672555975712,-0.000399743252525675
2014-08-28,0.13012515,0.86987484,-0.000324812406814967,0.0011748531010589147,-0.0005491483611805847
2014-08-29,0.1281085,0.8718915,0.0027965434129669014,0.0024452313804947945,0.002848162287003353
2014-09-02,0.12610051,0.87389946,0.0005487713243705525,0.007804642168790288,-0.0004982243992706081
2014-09-03,0.12410548,0.8758945,-0.005718352695989904,-0.0422071526207447,-0.0005482552528405238
2014-09-04,0.12210465,0.87789536,-0.002281837228071308,-0.008288170268139994,-0.0014464287615549853
2014-09-05,0.120108485,0.8798915,0.004995838172375936,0.008663287209097703,0.004495217729198808
2014-09-08,0.1181241,0.8818759,-0.0030083122708033224,-0.006163625772330317,-0.002585669393743495
2014-09-09,0.116145745,0.88385427,-0.006032868164917576,-0.00376225989304102,-0.006331244727433072
2014-09-10,0.114175834,0.88582414,0.006840503574344755,0.030717994509104063,0.0037628811204675205
2014-09-11,0.112226225,0.88777375,0.001498260701358562,0.004257319647604563,0.0011494795703179683
2014-09-12,0.11030424,0.88969576,-0.004946880127845895,0.0022677829065564925,-0.005841352102024855
2014-09-15,0.10838933,0.8916107,-0.0007036675766787305,-0.00029528369716946834,-0.0007533130486013784
2014-09-16,0.10648777,0.89351225,0.005928712850823148,-0.007576510547181892,0.0075382498263163455
2014-09-17,0.10460082,0.89539915,0.0019525866370829561,0.0071385661800360545,0.0013467588851596712
2014-09-18,0.10272184,0.89727813,0.004995406611540551,0.0020675083806183103,0.005330597265831072
2014-09-19,0.10084908,0.89915097,-0.0016329403746639234,-0.008153734452144734,-0.0009015657922282205
2014-09-22,0.09897717,0.90102285,-0.0068605822353227965,0.0009900761300758454,-0.007722975248366071
2014-09-23,0.097117595,0.90288246,-0.003650132942343818,0.015634365232903846,-0.00572444932988847
2014-09-24,0.09525834,0.90474164,0.00625612304248096,-0.008671307595234046,0.007827800884274927
2014-09-25,0.09340412,0.9065959,-0.018189541714643598,-0.03813230821046887,-0.016134892097654507
2014-09-26,0.09155043,0.9084496,0.009911990022123906,0.029426522072827144,0.007945382190659878
2014-09-29,0.08970638,0.91029364,-0.0022253179872915372,-0.006352253353919424,-0.00181862232286778
2014-09-30,0.08786956,0.9121304,-0.0018398678045106341,0.0063928624357680874,-0.0026329632406529857
2014-10-01,0.08604567,0.9139544,-0.01372683322858003,-0.015582896970593119,-0.013552090146077722
2014-10-02,0.08422585,0.91577417,0.0007528165650013545,0.007259396733789947,0.000154391452873881
2014-10-03,0.082414374,0.9175856,0.009871099539104694,-0.002802891792029194,0.011009434009791041
2014-10-06,0.0806101,0.9193899,-0.0010762643040197536,0.0,-0.0011706288094091022
2014-10-07,0.07881512,0.9211849,-0.01490793771840162,-0.008733380525010714,-0.0154362227217546
2014-10-08,0.07702395,0.922976,0.017741614470237692,0.02075964306836875,0.01748975570385558
2014-10-09,0.07524175,0.92475826,-0.01817713145117616,0.0021825174352796406,-0.01983366753859772
2014-10-10,0.07347506,0.92652494,-0.010786442607187115,-0.00287052617388861,-0.011414188725809238
2014-10-13,0.07171889,0.9282811,-0.01590386877623982,-0.00913356738923643,-0.016426941646602078
2014-10-14,0.10026398,0.899736,0.0003275608095554411,-0.010620251867047736,0.0015475534271698344
2014-10-15,0.10283628,0.8971637,-0.00733057873236924,-0.012253041450246305,-0.006766347692110264
2014-10-16,0.09995626,0.9000437,-0.0020839710664994323,-0.013122430215111391,-0.0008580716915033149
2014-10-17,0.119236454,0.88076353,0.012149185348243134,0.014647633196514409,0.0118109494229377
2014-10-20,0.112626255,0.88737375,0.011026089248245153,0.021398276594238874,0.009709642066808799
2014-10-21,0.13185212,0.8681479,0.02078064171209173,0.027165537079076874,0.01981091938053048
2014-10-22,0.1252338,0.87476623,-0.005585048454274939,0.005074587874198899,-0.007111109418564077
2014-10-23,0.14440447,0.8555955,0.012526060941632942,0.017865780117670482,0.011624841917242668
2014-10-24,0.13778457,0.8622154,0.007147586718512396,0.0037203007134547494,0.0076952774033476334
2014-10-27,0.15689373,0.84310627,-0.0013229712017298592,-0.0010454178628817035,-0.0013746211302801958
2014-10-28,0.15027128,0.8497287,0.012076835387416565,0.015507366317558002,0.011470159359626475
2014-10-29,0.16932836,0.83067167,-0.0003041031475652812,0.005621211098261192,-0.0015119494854659576
2014-10-30,0.16271141,0.8372886,0.004822078262184161,-0.0033537289253867675,0.006410893716206845
2014-10-31,0.18171553,0.81828445,0.011090042869358883,0.009534409029717361,0.01143550104036195
2014-11-03,0.17508794,0.8249121,0.0027196668367696795,0.012962976149548,0.0005455199971926561
2014-11-04,0.19404277,0.80595726,-0.004215363132180215,-0.0073125539020652,-0.003469681403762248
2014-11-05,0.18741357,0.8125864,0.005581502645878651,0.002394234105666415,0.006316609144233709
2014-11-06,0.20631012,0.79368985,0.0037670881828429383,0.002859693788050066,0.004002954572579043
2014-11-07,0.19967858,0.8003214,0.0013180447130294536,0.0028523307595580416,0.0009352434625271577
2014-11-10,0.21852484,0.7814752,0.002098736036629167,-0.001651425471256851,0.0031473980537162216
2014-11-11,0.21189108,0.7881089,0.002466752432293377,0.007993933597494562,0.0009807137171931046
2014-11-12,0.23068455,0.7693155,0.002430436090125771,0.0141296863015139,-0.0010776648019962254
2014-11-13,0.22405303,0.775947,0.0040367671856515125,0.014112316346780007,0.001127473845297322
2014-11-14,0.24279937,0.75720066,0.0031122583416498422,0.012054890753910863,0.0002447679604260511
2014-11-17,0.21523678,0.7847632,0.00014135127269233265,-0.0016643586575358915,0.0006366028260569312
2014-11-18,0.23396003,0.76603997,0.0074606824708347876,0.012983382254932119,0.005773967602459962
2014-11-19,0.22736171,0.7726383,-0.002815504186320868,-0.006927743968679789,-0.0016054089878273503
2014-11-20,0.24603312,0.75396687,0.004841342147982121,0.014301856299420823,0.0017542041613101134
2014-11-21,0.2185787,0.7814213,0.004481852101883965,0.0013752753860989397,0.005350821888075563
2014-11-24,0.23722737,0.7627726,0.006540098115436774,0.01854574226145922,0.0028062629072582723
2014-11-25,0.230656,0.76934403,-0.002559615090137658,-0.008682661417036108,-0.0007238726975365983
2014-11-26,0.24925157,0.7507484,0.004888553303975666,0.01190510070504991,0.002559030778132687
2014-11-28,0.22189377,0.7781062,-0.0017795473208589447,-0.0005883711316115869,-0.0021192369785852927
2014-12-01,0.24045849,0.7595415,-0.01308299124854526,-0.032456145681325155,-0.006949765703116673
2014-12-02,0.23388448,0.76611555,0.00405768669700523,-0.0038236606084749436,0.006463752850486948
