epoch,train_loss,val_loss,train_mean_return,train_mean_log1p_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,train_weight_stagnation,train_weight_change_floor,train_objective_raw,train_loss_shift,train_objective_nonnegative,val_mean_return,val_mean_log1p_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify,val_weight_stagnation,val_weight_change_floor,val_objective_raw,val_loss_shift,val_objective_nonnegative,lr
1,0.008756366985229155,0.00926288558791081,0.0003549598720079909,0.00034060208599839825,0.00040037415965343826,0.00022673044198503098,2.8489472166863077e-05,0.0,5.8004229123535346e-08,0.0,0.019899620519330103,0.009773719434936842,-0.0012436430818828133,0.010000010021030903,0.008756366985229155,0.00021527008114693066,0.00019472266042915484,0.00024408690903025368,1.1756591788980586e-07,4.0911381802288815e-05,0.0,1.2599364650999647e-14,0.0,0.019999917596578598,0.009999881188074747,-0.0007371242778996626,0.010000010021030903,0.00926288558791081,5e-05
2,0.008751321118324995,0.0092573386306564,0.0003564100661606062,0.00034189284027282457,0.00040224103334670264,0.0007078607838290433,2.8806368542670196e-05,0.0,4.309439430490632e-07,0.0,0.019680179965992767,0.0092923059904327,-0.0012486889318097383,0.010000010021030903,0.008751321118324995,0.00021688527582834163,0.0001961826637852937,0.00024595346379404265,2.2034573513944147e-07,4.121996729130236e-05,0.0,4.230577431704625e-14,0.0,0.019999828810493153,0.00999977874259154,-0.0007426713515693942,0.010000010021030903,0.0092573386306564,5e-05
3,0.00874644898188611,0.009251257094244162,0.0003578087768498032,0.0003431164368521422,0.00040411590695536387,0.001207956481569757,2.9154145371042734e-05,0.0,1.2082055794356468e-06,0.0,0.01945205871015787,0.008793338978042206,-0.0012535610415701133,0.010000010021030903,0.00874644898188611,0.00021866380120627582,0.00019778908851246038,0.0002479599788784981,3.0538873829755175e-07,4.156226471726162e-05,0.0,7.913313604289544e-14,0.0,0.01999974250793457,0.009999693371355534,-0.0007487529267867407,0.010000010021030903,0.009251257094244162,5e-05
4,0.008740305706548194,0.009244445711374283,0.0003595643441561454,0.0003446775141734785,0.0004064498037526694,0.0017404229438398033,2.9540463553227408e-05,0.0,2.516570361876802e-06,0.0,0.019216895724336307,0.008258087482924262,-0.0012597043193333473,0.010000010021030903,0.008740305706548194,0.00022065932474409541,0.00019958991712580124,0.00025019201954516274,3.949102544235454e-07,4.194946389664741e-05,0.0,1.3186875907639922e-13,0.0,0.01999966117242972,0.009999603343506655,-0.0007555645812923709,0.010000010021030903,0.009244445711374283,5e-05
5,0.008734891617981097,0.009236630673209826,0.00036112168891122565,0.0003460139438781577,0.00040859395206401433,0.002312368121541416,2.9979567367869702e-05,0.0,4.4585095224647375e-06,0.0,0.01895176883166035,0.007691604667343199,-0.001265118417601722,0.010000010021030903,0.008734891617981097,0.00022294934024102986,0.0002016544749494642,0.0002527555140356223,4.6846847112647083e-07,4.239789329100555e-05,0.0,1.8645614972790867e-13,0.0,0.01999957611163457,0.00999952976902326,-0.0007633793090159694,0.010000010021030903,0.009236630673209826,5e-05
6,0.008726941654458642,0.009227711707353592,0.0003634257579202919,0.00034806732279927627,0.0004114191178814508,0.002991995483171195,3.0478559286469437e-05,0.0,7.264509008564346e-06,0.0,0.018647522665560246,0.00701265421230346,-0.001273068332617792,0.010000010021030903,0.008726941654458642,0.00022556362091563642,0.00020400864499000212,0.00025568479516853887,5.505438120205023e-07,4.2915137479819045e-05,0.0,2.559305080868911e-13,0.0,0.019999491050839424,0.009999447191754976,-0.0007722981196517745,0.010000010021030903,0.009227711707353592,5e-05
7,0.008717468241229653,0.009217096182207266,0.000366105568294491,0.00035044876555427135,0.0004151758427421252,0.0036820198486869535,3.106906638095097e-05,0.0,1.1032021954330654e-05,0.0,0.01834487309679389,0.006393806970057388,-0.0012825416755125236,0.010000010021030903,0.008717468241229653,0.00022867296744758883,0.000206804999227946,0.0002591952894969533,6.321987389886393e-07,4.3537759362758756e-05,0.0,3.499153639728812e-13,0.0,0.019999384880065918,0.009999366166690985,-0.0007829137224083146,0.010000010021030903,0.009217096182207266,5e-05
8,0.008711942355148494,0.009205709211528301,0.0003677235508803278,0.00035169825120343984,0.0004176228612777777,0.00443877256475389,3.18034251449717e-05,0.0,1.6313208561768988e-05,0.0,0.017980232524375122,0.005798288310567538,-0.0012880677289407079,0.010000010021030903,0.008711942355148494,0.00023204075599399707,0.00020982914914687475,0.00026278937002643943,7.317399498181961e-07,4.422120279438483e-05,0.0,4.790241192713837e-13,0.0,0.019999281813700993,0.009999266515175501,-0.0007943005378668507,0.010000010021030903,0.009205709211528301,5e-05
9,0.008698556339368224,0.009192999452352524,0.0003715881114961424,0.000355175199729274,0.00042236481143239263,0.005388155812397599,3.257326314572614e-05,0.0,2.246719759568805e-05,0.0,0.017633250759293635,0.005013042905678351,-0.0013014536574094866,0.010000010021030903,0.008698556339368224,0.00023581314599141479,0.00021321099484339356,0.0002667427664467444,8.38694783548514e-07,4.499797372166844e-05,0.0,6.360096368833446e-13,0.0,0.019999183093508083,0.009999159723520279,-0.0008070107627039155,0.010000010021030903,0.009192999452352524,5e-05
10,0.008683035965077579,0.009178510556618372,0.000376036943634972,0.0003591675407127089,0.0004280754668191851,0.006264626009700199,3.347945653331408e-05,0.0,3.1647025934944395e-05,0.0,0.0171633663897713,0.004566261700044076,-0.0013169741359888576,0.010000010021030903,0.008683035965077579,0.00024013090296648443,0.00021707443132375678,0.000271172010495017,9.543744946919712e-07,4.590156337750765e-05,0.0,8.337873577332622e-13,0.0,0.01999908561507861,0.00999904361863931,-0.000821499697243174,0.010000010021030903,0.009178510556618372,5e-05
11,0.008666918807042142,0.009162016212940216,0.0003807121308151788,0.0003633426652716783,0.00043375280195808347,0.007458225785133739,3.447373372485648e-05,0.0,4.521211030805716e-05,0.0,0.01666537703325351,0.003979916509706527,-0.0013330912285406764,0.010000010021030903,0.008666918807042142,0.0002450712878877918,0.00022148542727033296,0.00027610039493689936,1.1309892518814497e-06,4.69545017646548e-05,0.0,1.1747457571234983e-12,0.0,0.019998962059617043,0.009998867909113566,-0.0008379938857009014,0.010000010021030903,0.009162016212940216,5e-05
12,0.00865641220783194,0.009144351817667484,0.00038374239617648226,0.00036574295396955375,0.0004384649813194604,0.00858366508812954,3.5724293487267765e-05,0.0,5.962857964429228e-05,0.0,0.016164172906428576,0.0035412550787441432,-0.0013435978301761982,0.010000010021030903,0.00865641220783194,0.00025031971745193005,0.00022616027854382992,0.00028165284311398864,1.2899536159238778e-06,4.809535009068592e-05,0.0,1.51847055256694e-12,0.0,0.019998858993252117,0.009998708963394165,-0.0008556582033634186,0.010000010021030903,0.009144351817667484,5e-05
13,0.008637637598440051,0.00912479559580485,0.000389132155153978,0.00037050632636237424,0.000445546704819814,0.009891571942716837,3.696917838169611e-05,0.0,7.771604426428287e-05,0.0,0.0155724649472783,0.0030775250828204057,-0.0013623723352793604,0.010000010021030903,0.008637637598440051,0.0002561069947356979,0.00023130166421954831,0.0002879716145495574,1.4843877049012615e-06,4.937989251629915e-05,0.0,2.0013158520450678e-12,0.0,0.019998745371898014,0.009998514937857786,-0.000875214192395409,0.010000010021030903,0.00912479559580485,5e-05
14,0.008618811455865702,0.009103722870349884,0.0003945709407465377,0.0003752071916096611,0.0004527708442765288,0.011317894716436664,3.843558821851426e-05,0.0,0.00010130302143807057,0.0,0.015010268116990725,0.0027200968082373342,-0.0013811985506132867,0.010000010021030903,0.008618811455865702,0.00026234871863077086,0.00023683117857823768,0.0002947961523508032,1.7295817542617442e-06,5.079655117394092e-05,0.0,2.698193701163957e-12,0.0,0.019998618712027866,0.009998270000020662,-0.0008962871894861261,0.010000010021030903,0.009103722870349884,5e-05
15,0.008600179144802192,0.009081196350355944,0.00039997403049104224,0.0003798129146161955,0.00046000112464146997,0.012383701202149192,4.0022357931472165e-05,0.0,0.00012231590456697936,0.0,0.01444848564763864,0.0025071180813635388,-0.0013998308835046676,0.010000010021030903,0.008600179144802192,0.0002690272522158921,0.0002427295451828589,0.00030210940167307854,1.9955899309328138e-06,5.2348250392242335e-05,0.0,3.5883802439878876e-12,0.0,0.019998489568630855,0.009998003641764322,-0.0009188134378443161,0.010000010021030903,0.009081196350355944,5e-05
16,0.008578990120440722,0.009064873059590658,0.00040687609725864604,0.0003858452225055468,0.0004685134930089892,0.014045084516207377,4.174652175000423e-05,3.0957162380218506e-05,0.00015680619617342018,0.0,0.013797381349528829,0.002180201525334269,-0.0014210197963014555,0.010000010021030903,0.008578990120440722,0.00027387079899199307,0.00024699561375503737,0.00030742034626503784,2.2173214423067598e-06,5.349683306121733e-05,0.0,4.4226619617717305e-12,0.0,0.019998384018739063,0.009997782607873281,-0.0009351366121942798,0.010000010021030903,0.009064873059590658,5e-05
17,0.008577061351388693,0.009064308367669582,0.00040685527468061383,0.00038561225422502804,0.00046973421801036846,0.014808581521113714,4.21670587608484e-05,9.740392367045084e-06,0.00017556827636629654,0.0,0.013441450583438078,0.0021640833389634886,-0.0014229486720675293,0.010000010021030903,0.008577061351388693,0.0002740384564579775,0.0002471431022665153,0.0003076043406811853,2.2011456621839898e-06,5.353695208517214e-05,0.0,4.367130644380064e-12,0.0,0.019998388985792797,0.009997798129916191,-0.0009357014205306768,0.010000010021030903,0.009064308367669582,5e-05
18,0.008580647952233752,0.009062017314136028,0.00040572675910273875,0.0003845307170801486,0.0004676368759343556,0.014671238760153452,4.207739698358637e-05,0.0,0.00017133800671823943,0.0,0.013431005102271834,0.0022000231062217304,-0.0014193620008882135,0.010000010021030903,0.008580647952233752,0.00027471865178085864,0.00024774134120283026,0.0003083506114004801,2.1925488908891566e-06,5.3699891698973566e-05,0.0,4.3306898865613785e-12,0.0,0.01999839519460996,0.009997806822260221,-0.0009379927068948746,0.010000010021030903,0.009062017314136028,5e-05
19,0.00857628098068138,0.009055916840831438,0.0004084446409251541,0.0003869958442616432,0.00047139050366240554,0.015127173314491907,4.257865134604799e-05,6.608168284098308e-05,0.00018058369702581936,0.0,0.013411717799802622,0.002044471213594079,-0.0014237289263595205,0.010000010021030903,0.00857628098068138,0.00027652997717571753,0.0002493335826632877,0.00031033874256536365,2.228253492830845e-06,5.413571731575454e-05,0.0,4.4713508792528405e-12,0.0,0.0199983815352122,0.009997771432002386,-0.0009440933354198933,0.010000010021030903,0.009055916840831438,5e-05
20,0.008580549232040843,0.009056301787495613,0.0004085374960898965,0.0003869296336536839,0.000472514101905593,0.015205722612639269,4.288949617148319e-05,0.00012700011332829794,0.00018215450472780503,0.0,0.013246611148739854,0.002049892422898362,-0.0014194608326458062,0.010000010021030903,0.008580549232040843,0.0002764157155373444,0.00024923313564310473,0.00031021332445864874,2.198725837843085e-06,5.410815356299281e-05,0.0,4.358012359549172e-12,0.0,0.019998393952846527,0.009997800923883915,-0.0009437083887557188,0.010000010021030903,0.009056301787495613,5e-05
21,0.008575409495582184,0.009058035910129547,0.00040905194934263517,0.0003875761152206299,0.00047224823235107277,0.015462831361219287,4.2631434250021506e-05,8.282189567883809e-05,0.00018787685742912194,0.0,0.01316895056515932,0.001986639341339469,-0.0014246006176108494,0.010000010021030903,0.008575409495582184,0.00027590073295868933,0.00024878059048205614,0.000309647914643089,2.132395025000733e-06,5.398399844125379e-05,0.0,4.095438759533591e-12,0.0,0.019998421892523766,0.009997867358227571,-0.0009419741885115703,0.010000010021030903,0.009058035910129547,5e-05
22,0.008580234056959549,0.009060199993352095,0.00040788120410676737,0.00038642575721799705,0.000470425790505639,0.015329730308925113,4.259922820892825e-05,8.81652037302653e-05,0.00019037605792012377,0.0,0.013211931800469756,0.0021277677442412823,-0.0014197759325422037,0.010000010021030903,0.008580234056959549,0.00027525815918731195,0.0002482157627431055,0.00030894272883112234,2.074517321185946e-06,5.382942375338947e-05,0.0,3.880422675892059e-12,0.0,0.01999844362338384,0.00999792447934548,-0.000939809950068593,0.010000010021030903,0.009060199993352095,5e-05
23,0.00856817769818008,0.009059161568681398,0.00040926159999798983,0.000387911758783351,0.00047182475342803326,0.014481474024554094,4.237991637031276e-05,0.0,0.0001686808124456244,0.0,0.013407799415290356,0.0022078176746920994,-0.001431832318000185,0.010000010021030903,0.00856817769818008,0.00027556653367355466,0.00024848681641742587,0.00030928110936656594,2.0667351160833882e-06,5.390355969817998e-05,0.0,3.8469152631911046e-12,0.0,0.019998447969555855,0.009997932550807795,-0.0009408484523495039,0.010000010021030903,0.009059161568681398,5e-05
24,0.008573900170934698,0.009054822536806265,0.00040921093022916466,0.000387697934153645,0.00047182147318380885,0.015155509114265442,4.27068124129922e-05,6.654610236485799e-05,0.00018371570816573998,0.0,0.013206392992287874,0.002110151603119448,-0.0014261099398330164,0.010000010021030903,0.008573900170934698,0.00027685486323510605,0.00024961902333113056,0.0003106954003063341,2.108231645555255e-06,5.4214169722399674e-05,0.0,4.006107078013965e-12,0.0,0.01999843182663123,0.009997891262173653,-0.0009451873678093156,0.010000010021030903,0.009054822536806265,5e-05
25,0.008587241250400742,0.009055203137298426,0.0004072818834780871,0.00038565199308019754,0.00047037224188291776,0.014852408319711685,4.2939616378134815e-05,0.00014972935120264688,0.00017834239406511188,0.0,0.013371973608930906,0.0021859138020469495,-0.0014127686687667544,0.010000010021030903,0.008587241250400742,0.0002767419694767644,0.00024951986658076447,0.00031057154410518706,2.0590989606716903e-06,5.418691277251734e-05,0.0,3.824019226272846e-12,0.0,0.019998454799254734,0.009997940311829248,-0.000944807194173336,0.010000010021030903,0.009055203137298426,5e-05
26,0.008570249696883062,0.009056849094728628,0.00041109469505803037,0.0003895087150643424,0.0004747144400122731,0.015223944326862693,4.2855302278136755e-05,0.00010825445254643758,0.0001840999502746854,0.0,0.01320635030666987,0.0021019927226006985,-0.0014297603023199674,0.010000010021030903,0.008570249696883062,0.00027625316094296676,0.0002490903328483303,0.0003100348209651808,2.004896866007281e-06,5.406893675778216e-05,0.0,3.6217991135114222e-12,0.0,0.01999848025540511,0.009997994638979435,-0.0009431609651073813,0.010000010021030903,0.009056849094728628,5e-05
27,0.008581389828274647,0.009058556829889616,0.0004075185740172553,0.00038598903120146133,0.00047092085393766564,0.015339106088504195,4.2740001390484395e-05,9.076545635859172e-05,0.00018847715182346292,0.0,0.013198427855968475,0.0020811995588398227,-0.001418620175779021,0.010000010021030903,0.008581389828274647,0.00027574601699598134,0.0002486446367887159,0.00030947815200003487,1.9408672642384772e-06,5.39467619091738e-05,0.0,3.39509045154072e-12,0.0,0.01999850757420063,0.009998058900237083,-0.0009414530359208584,0.010000010021030903,0.009058556829889616,5e-05
28,0.008576515479944646,0.009060543961822987,0.00040822162918630056,0.00038678396776958834,0.0004716353347854844,0.014985585740456978,4.25578001189327e-05,6.237874428431193e-05,0.0001776059046581698,0.0,0.013385371925930182,0.0020804155307511487,-0.0014234945556381717,0.010000010021030903,0.008576515479944646,0.0002751561114564538,0.00024812597742614645,0.00030883065968131024,1.878346135223789e-06,5.380489892559126e-05,0.0,3.1806573072672615e-12,0.0,0.01999853551387787,0.009998120988408724,-0.0009394661756232381,0.010000010021030903,0.009060543961822987,5e-05
29,0.00856791304734846,0.00905960767219464,0.00040937246255149756,0.00038806099716263515,0.0004715798859251663,0.014604469606031975,4.230891712116621e-05,0.0,0.0001693423522131828,0.0,0.013420806421587864,0.0021651439213504395,-0.0014320971192015957,0.010000010021030903,0.00856791304734846,0.00027543404333603877,0.0002483703816930453,0.0003091357454347114,1.8491084195678316e-06,5.387169888611728e-05,0.0,3.081828845938328e-12,0.0,0.01999855103592078,0.009998150169849396,-0.0009404022712260485,0.010000010021030903,0.00905960767219464,5e-05
30,0.008571051992475986,0.009055781178176403,0.0004107186159671983,0.00038921972979248193,0.0004737889757961966,0.014938301484410962,4.267365450990231e-05,0.00010007495681444804,0.0001777449833753053,0.0,0.013296135468408465,0.0021314292777484902,-0.0014289580600840661,0.010000010021030903,0.008571051992475986,0.00027657025687706965,0.0002493689729211231,0.00031038290277744335,1.8746183059192845e-06,5.4145456185021125e-05,0.0,3.1682657076574175e-12,0.0,0.019998541101813316,0.009998124713699022,-0.0009442288428544998,0.010000010021030903,0.009055781178176403,5e-05
